id_cliente,documento,fecha_registro,segmento,ciudad,score_crediticio
512,10797968S,2024-09-17,PREMIUM ,BOGOTÁ,535
513,65940773,2025-10-26,A,BOGOTÁ,800
514,80047063,2023-02-28,VIP,CALI,694
515,86107468,2025-05-22,PREMIUM,BOGOTÁ,371
516,85134271,2022-05-02,VIP,CALI,637
517,35554414,2026-02-09,PREMIUM ,BOGOTA,465
518,42134444,2022-03-04,VIP,BOGOTA,401
519,45943815,2023-02-04,PREMIUM,CALI,513
520,99859624,2024-07-12,C,MEDELLÍN,700
521,86934008,2022-01-25,VIP,BOGOTÁ,345
522,68438965I,2025-11-20,PREMIUM ,BARRANQUILLA,385
523,74274067,2026-02-18,VIP,MEDELLÍN,541
524,22851424,2023-08-17,B,BARRANQUILLA,415
525,51208934,2022-11-18,C,BOGOTA,493
526,31650278,2025-10-21,VIP,BARRANQUILLA,389
527,93050481,2023-06-02,PREMIUM ,BOGOTÁ,442
528,52664041,2022-07-02,PREMIUM,BOGOTA,727
529,70344167,2024-05-26,PREMIUM ,BOGOTÁ,616
530,11443717,2024-01-08,C,BOGOTÁ,308
531,98997222,2022-03-13,VIP,MEDELLÍN,522
532,85530792,2024-03-06,B,BOGOTA,669
533,52307399,2023-02-08,PREMIUM ,BARRANQUILLA,617
534,89491182,2025-02-02,A,BOGOTA,550
535,85655174,2023-02-08,A,BARRANQUILLA,758
536,80189955,2022-06-23,VIP,MEDELLÍN,689
537,21091989,2023-09-09,PREMIUM,BOGOTÁ,709
538,89790594,2023-12-04,VIP,MEDELLÍN,426
539,43283771,2023-06-25,PREMIUM,BOGOTA,313
540,36098641,2025-11-25,PREMIUM,BOGOTA,311
541,24150540,2022-07-06,PREMIUM ,BOGOTÁ,836
542,11992825,2024-02-01,C,BOGOTA,446
543,46286070,2024-03-27,C,BOGOTA,608
544,63307679,2023-08-21,C,CALI,606
545,51681557,2022-05-16,PREMIUM,CALI,848
546,58226615,2023-08-11,PREMIUM ,BOGOTÁ,358
547,61721929,2024-12-02,VIP,BOGOTA,334
548,51654364,2025-03-04,PREMIUM ,CALI,506
549,87066032,2023-07-09,C,BOGOTÁ,458
550,20717207,2023-12-08,C,BARRANQUILLA,703
551,19384451,2022-04-16,B,MEDELLÍN,663
552,91173011,2023-07-19,VIP,BOGOTÁ,451
553,79472863,2022-08-26,VIP,BOGOTA,719
554,37950196,2024-07-22,VIP,MEDELLÍN,811
555,27066318,2023-08-03,PREMIUM,CALI,717
556,76447109,2024-01-27,PREMIUM ,MEDELLÍN,594
557,21186361J,2024-05-24,B,BARRANQUILLA,545
558,47998210,2024-09-08,PREMIUM,BARRANQUILLA,536
559,38175911,2023-08-24,C,CALI,320
560,83195232,2025-11-12,PREMIUM ,BOGOTÁ,819
561,21950831,2022-07-09,VIP,BOGOTÁ,777
562,90716715,2025-03-23,B,BARRANQUILLA,825
563,64181889,2025-05-03,A,BARRANQUILLA,674
564,55677380,2025-02-04,VIP,CALI,617
565,43523310,2023-02-08,VIP,BOGOTA,1130
566,16491878,2023-09-13,C,BARRANQUILLA,444
567,12844664,2025-12-16,PREMIUM,MEDELLÍN,327
568,71144226,2025-06-04,B,BOGOTÁ,528
569,64503422,2022-03-05,VIP,CALI,748
570,31320139,2022-04-03,C,CALI,1186
571,47407753,2024-07-08,B,BOGOTA,569
572,94928457,2022-08-19,PREMIUM ,BARRANQUILLA,660
573,61255428,2023-06-24,VIP,BOGOTÁ,575
574,92795008,2024-07-24,C,MEDELLÍN,612
575,76575221Y,2023-01-02,PREMIUM ,CALI,583
576,60629738,2025-09-08,VIP,BOGOTA,503
577,12320688P,2025-09-17,B,BOGOTÁ,796
578,97901550,2023-07-09,B,BARRANQUILLA,550
579,22617619,2023-06-27,VIP,CALI,633
580,63175588,2025-05-14,C,CALI,319
581,44761500,2025-10-24,B,BARRANQUILLA,300
582,35560098,2024-10-23,VIP,CALI,497
583,25702852,2023-05-18,PREMIUM,BOGOTA,460
584,54336333,2024-10-18,PREMIUM ,MEDELLÍN,311
585,86794548,2022-09-29,PREMIUM ,BOGOTÁ,541
586,31217066,2025-07-18,C,BOGOTÁ,425
587,70644657,2023-03-25,PREMIUM ,BOGOTA,484
588,84044638,2024-10-13,VIP,MEDELLÍN,483
589,96314161,2022-07-13,PREMIUM,BOGOTÁ,727
590,72926675,2025-02-01,PREMIUM,BOGOTÁ,450
591,43134205,2022-06-01,A,BARRANQUILLA,607
592,19963441,2023-04-25,VIP,BOGOTÁ,674
593,14990961,2025-10-14,C,BOGOTÁ,640
594,61880950Q,2022-05-10,VIP,MEDELLÍN,651
595,99763925,2022-10-22,C,BOGOTÁ,474
596,52439798,2024-12-20,A,BARRANQUILLA,517
597,85230621A,2022-12-09,B,BOGOTÁ,413
598,88929433,2024-02-07,PREMIUM,CALI,602
599,89540080,2023-11-29,PREMIUM ,BARRANQUILLA,644
600,63376963,2022-12-07,VIP,BOGOTA,300
601,24497054,2022-07-03,A,MEDELLÍN,352
602,73072616,2023-05-17,B,BOGOTÁ,519
603,58120511,2023-02-03,PREMIUM ,BOGOTÁ,460
604,20427148,2024-10-19,VIP,BOGOTA,458
605,75969098,2022-04-17,B,MEDELLÍN,623
606,75244261,2026-02-01,B,BOGOTÁ,793
607,62764241,2023-05-26,VIP,BARRANQUILLA,696
608,30167958,2022-06-06,A,MEDELLÍN,664
609,12887296,2023-11-21,A,BARRANQUILLA,643
610,34733272,2023-02-16,A,MEDELLÍN,364
611,79070841,2023-08-18,B,BOGOTA,442
612,33277458,2022-03-12,A,MEDELLÍN,772
613,90720176,2025-05-05,PREMIUM ,BOGOTÁ,796
614,46591531,2022-08-09,PREMIUM ,BOGOTÁ,401
615,51655138,2025-11-27,B,BOGOTÁ,302
616,94111129,2023-11-27,C,BOGOTÁ,627
617,24677441,2024-06-01,VIP,MEDELLÍN,753
618,15438684,2024-04-26,PREMIUM,BOGOTÁ,453
619,32315019,2025-04-22,VIP,BARRANQUILLA,432
620,85902244,2023-12-30,PREMIUM,BARRANQUILLA,599
621,93173418,2022-06-11,PREMIUM ,BOGOTA,642
622,87411194,2023-05-22,C,BOGOTÁ,726
623,52491924,2024-06-11,A,BOGOTA,706
624,42482294,2023-01-06,VIP,MEDELLÍN,635
625,83701774,2025-04-02,C,BOGOTÁ,350
626,54810380,2023-12-26,C,BOGOTÁ,769
627,42945953,2023-07-02,A,CALI,633
628,39105135,2024-10-14,A,BOGOTÁ,672
629,14338843,2022-12-10,VIP,BOGOTÁ,590
630,81226787,2024-07-11,PREMIUM ,CALI,301
631,41349379,2022-05-23,B,MEDELLÍN,389
632,77284075,2023-08-26,PREMIUM ,BARRANQUILLA,338
633,70251070,2022-09-04,VIP,MEDELLÍN,611
634,30668329,2025-04-28,C,CALI,744
635,59402807,2023-02-08,C,CALI,335
636,73546819,2022-11-12,PREMIUM,BARRANQUILLA,684
637,62237687,2024-08-10,PREMIUM,CALI,661
638,69714426,2023-09-17,PREMIUM,BOGOTÁ,440
639,65771029,2022-07-30,B,BOGOTÁ,417
640,49541461,2023-04-07,VIP,BOGOTÁ,519
641,84006537,2024-04-09,C,MEDELLÍN,677
642,95661847,2022-11-30,PREMIUM,BOGOTA,348
643,34245082,2026-01-01,C,BARRANQUILLA,592
644,66728215,2023-03-04,PREMIUM,BARRANQUILLA,830
645,75174694,2023-10-17,B,MEDELLÍN,501
646,17667857,2025-06-23,VIP,BOGOTÁ,738
647,60526894,2023-01-15,PREMIUM ,BOGOTÁ,782
648,91806561,2023-12-08,PREMIUM ,BOGOTÁ,731
649,82892046,2023-06-08,B,BOGOTÁ,718
650,90256454,2024-05-11,VIP,BARRANQUILLA,910
651,39565896,2024-09-29,VIP,BOGOTA,376
652,82045464,2025-06-02,A,BOGOTÁ,619
653,42833108,2024-05-24,A,BOGOTA,673
654,34768424,2023-05-28,C,BOGOTÁ,758
655,24578363,2022-09-27,PREMIUM,MEDELLÍN,601
656,78233769,2022-11-17,B,MEDELLÍN,587
657,82668141,2024-02-07,PREMIUM ,CALI,335
658,97144164,2025-12-09,C,BARRANQUILLA,652
659,56692999,2023-02-22,VIP,MEDELLÍN,652
660,58302504,2024-12-19,A,BOGOTÁ,816
661,74261658,2025-09-24,A,BOGOTÁ,459
662,31814501,2023-05-13,PREMIUM,BOGOTÁ,366
663,61879723,2025-12-24,A,BARRANQUILLA,680
664,98055042,2022-12-24,C,BOGOTA,641
665,24931115,2025-03-03,VIP,BOGOTÁ,508
666,48020566,2022-08-12,VIP,BOGOTA,415
667,87202069,2024-11-24,A,BOGOTÁ,741
668,91831756,2025-05-09,VIP,BOGOTÁ,776
669,30778286U,2024-06-12,B,BOGOTA,1107
670,22569021,2023-08-23,PREMIUM ,BARRANQUILLA,354
671,15311499,2023-06-16,VIP,MEDELLÍN,699
672,36356226,2025-06-28,VIP,BOGOTA,841
673,33255666,2024-05-31,B,BOGOTÁ,403
674,89157203,2025-02-21,C,BOGOTÁ,547
675,75749277,2023-02-08,A,CALI,448
676,40267797,2023-12-13,VIP,BARRANQUILLA,755
677,21654304,2024-02-13,VIP,CALI,759
678,12615804,2025-10-29,B,CALI,780
679,80379073,2025-03-16,B,BOGOTÁ,660
680,21045633,2023-11-08,PREMIUM ,BOGOTA,748
681,51672086,2022-01-22,A,BOGOTÁ,495
682,77342646,2022-03-10,PREMIUM ,BOGOTÁ,561
683,31586325,2025-03-15,C,BOGOTÁ,442
684,27503547,2025-06-21,PREMIUM,CALI,400
685,14952075,2024-08-08,A,MEDELLÍN,538
686,46432549,2022-11-26,VIP,BARRANQUILLA,728
687,22774615,2025-10-09,VIP,BOGOTÁ,761
688,79913666,2023-07-18,PREMIUM ,BARRANQUILLA,306
689,36779149A,2025-01-17,A,BOGOTÁ,372
690,84193473,2023-08-04,B,BOGOTA,429
691,20091985,2025-05-30,B,MEDELLÍN,505
692,52866200,2023-11-21,B,BOGOTÁ,552
693,15272864,2025-11-17,C,BARRANQUILLA,463
694,88649101,2025-03-21,B,BOGOTÁ,409
695,73607605,2025-02-04,B,BARRANQUILLA,537
696,31609907,2023-09-02,PREMIUM,CALI,782
697,53193996,2024-10-26,PREMIUM ,CALI,416
698,34362375,2023-02-13,PREMIUM ,BOGOTÁ,836
699,85013292,2025-10-15,C,BOGOTA,311
700,12322523,2023-10-28,C,MEDELLÍN,842
701,14746771,2025-01-26,C,BOGOTÁ,746
702,11428127,2025-06-11,VIP,MEDELLÍN,342
703,47809281,2024-04-28,PREMIUM ,BARRANQUILLA,359
704,59223966,2022-01-21,B,BOGOTA,816
705,28392993,2024-05-19,PREMIUM ,BOGOTA,644
706,78082045U,2023-03-08,VIP,MEDELLÍN,552
707,79170638,2023-06-13,VIP,BOGOTÁ,756
708,97746642,2025-09-24,PREMIUM,BOGOTÁ,398
709,16210715,2023-09-21,B,CALI,489
710,30020303,2024-01-18,PREMIUM ,BARRANQUILLA,699
711,50467715,2022-05-09,PREMIUM,BOGOTA,400
712,18815995,2023-11-23,PREMIUM ,BOGOTÁ,520
713,28321829,2023-03-01,C,BOGOTÁ,530
714,56573028,2024-09-19,VIP,BOGOTÁ,782
715,43843291,2024-11-22,VIP,CALI,825
716,73842020,2022-11-01,VIP,BOGOTÁ,809
717,52537345,2025-06-19,PREMIUM ,CALI,704
718,49031525,2022-03-06,A,BOGOTÁ,770
719,57246348,2025-06-23,VIP,BOGOTA,512
720,28463212,2025-03-19,PREMIUM,CALI,512
721,19091044,2024-04-19,VIP,BOGOTÁ,472
722,92051235,2023-06-01,A,BARRANQUILLA,764
723,78080112,2024-03-19,A,BOGOTÁ,694
724,12607411,2024-06-01,C,CALI,482
725,93713817,2024-08-23,VIP,BARRANQUILLA,809
726,62295219,2022-02-21,VIP,BOGOTÁ,526
727,77925916,2024-08-15,A,BOGOTÁ,721
728,26177172,2024-06-05,VIP,BOGOTÁ,696
729,86599400,2026-02-03,VIP,MEDELLÍN,491
730,20488951,2024-12-22,C,BOGOTA,692
731,12726016,2024-07-28,PREMIUM ,BARRANQUILLA,429
732,69772463,2023-01-26,VIP,BARRANQUILLA,328
733,40822201,2023-12-24,B,BARRANQUILLA,531
734,64254875,2023-07-21,VIP,MEDELLÍN,499
735,96687822,2024-11-10,PREMIUM ,BOGOTÁ,472
736,61296836,2023-07-26,VIP,MEDELLÍN,715
737,62492736,2025-11-11,A,CALI,386
738,81214087,2025-11-25,VIP,CALI,499
739,21963776,2025-01-08,VIP,BOGOTÁ,734
740,59896930,2025-09-25,VIP,MEDELLÍN,316
741,90566548,2025-02-19,C,BOGOTA,531
742,35568906,2025-01-17,C,BOGOTÁ,735
743,30681938,2024-10-09,C,BOGOTÁ,690
744,57637042,2024-12-05,VIP,MEDELLÍN,790
745,29952900,2022-05-16,PREMIUM,BOGOTÁ,649
746,36683911,2025-10-05,B,BOGOTA,619
747,99957925,2022-09-25,B,CALI,667
748,70966110,2023-08-14,PREMIUM ,CALI,659
749,41099208,2023-07-20,B,BARRANQUILLA,762
750,54786626,2023-11-07,PREMIUM,BARRANQUILLA,681
751,39009512,2025-07-18,PREMIUM ,BARRANQUILLA,468
752,50824950,2024-01-15,A,MEDELLÍN,489
753,51727753,2024-05-09,VIP,CALI,448
754,33992154,2024-01-12,VIP,BARRANQUILLA,787
755,44924917,2025-03-06,A,CALI,459
756,99198479,2022-07-19,C,BOGOTA,587
757,10981883,2024-09-15,VIP,BARRANQUILLA,525
758,63625353,2023-07-30,A,BOGOTÁ,572
759,30536721,2024-10-20,C,BOGOTÁ,482
760,90925517,2023-06-11,PREMIUM ,BOGOTÁ,423
761,41927921,2022-11-12,PREMIUM ,MEDELLÍN,713
762,52822943,2024-04-05,VIP,CALI,734
763,64610032,2022-09-23,PREMIUM,MEDELLÍN,421
764,85677302,2024-10-11,PREMIUM ,MEDELLÍN,338
765,46213515,2023-07-23,VIP,CALI,532
766,19625105,2022-04-01,VIP,CALI,448
767,19935869,2022-05-08,PREMIUM ,BOGOTA,601
768,42469247,2022-05-23,A,MEDELLÍN,534
769,45674971,2024-01-12,A,CALI,765
770,38899868,2024-11-14,PREMIUM ,MEDELLÍN,512
771,32700314,2022-03-22,PREMIUM ,MEDELLÍN,762
772,70350924,2024-12-26,PREMIUM,MEDELLÍN,577
773,45908279,2024-03-19,PREMIUM,BARRANQUILLA,814
774,62315765,2026-01-28,PREMIUM ,BOGOTÁ,318
775,15949852,2025-11-04,VIP,CALI,329
776,58495982,2022-12-26,VIP,BOGOTÁ,580
777,26413806,2025-02-23,A,BOGOTÁ,435
778,50078991,2022-08-15,VIP,CALI,428
779,37705858,2023-01-19,PREMIUM,MEDELLÍN,748
780,37719138,2023-09-30,PREMIUM,CALI,523
781,15627745,2024-11-04,VIP,BOGOTA,790
782,71509503,2025-07-04,PREMIUM ,CALI,601
783,12253722,2023-07-29,A,BOGOTÁ,365
784,11116271,2022-04-05,A,BOGOTÁ,312
785,32461013,2024-06-28,PREMIUM,BOGOTÁ,533
786,27443381,2025-07-26,VIP,MEDELLÍN,311
787,57380429,2022-03-11,PREMIUM ,CALI,313
788,47264820,2023-04-13,A,CALI,676
789,71983306,2022-10-04,A,BARRANQUILLA,369
790,54564078,2022-12-22,PREMIUM ,MEDELLÍN,680
791,24263315,2023-05-13,A,BOGOTÁ,835
792,65073945,2023-11-21,VIP,MEDELLÍN,768
793,44867175,2025-08-02,A,BOGOTÁ,704
794,55677485,2023-03-07,PREMIUM ,BARRANQUILLA,487
795,64432684,2025-05-23,B,BARRANQUILLA,319
796,62496899,2024-09-12,A,CALI,520
797,29992066,2024-03-24,PREMIUM,MEDELLÍN,635
798,76329075,2025-09-11,A,BOGOTA,835
799,34133277,2022-10-27,B,BARRANQUILLA,458
800,63899323,2025-07-24,VIP,MEDELLÍN,618
801,43997463,2023-02-16,PREMIUM,MEDELLÍN,408
802,25663645,2023-05-29,PREMIUM ,BOGOTÁ,613
803,41632286,2024-12-15,PREMIUM,CALI,318
804,77399862,2022-11-01,VIP,BOGOTÁ,412
805,83476576,2023-11-12,VIP,BOGOTA,445
806,17997043,2024-01-19,A,BOGOTÁ,412
807,96401499,2023-06-25,VIP,BOGOTA,602
808,73848248,2025-09-12,VIP,BOGOTÁ,417
809,74416144,2022-08-16,B,BARRANQUILLA,497
810,28904815,2025-01-17,VIP,BOGOTA,346
811,25697605,2025-10-19,A,CALI,377
812,47937226,2024-06-28,PREMIUM ,BOGOTA,436
813,76298692,2024-10-08,B,BARRANQUILLA,804
814,89394364,2026-01-01,A,BOGOTA,437
815,48844162,2024-03-12,A,BOGOTÁ,553
816,87647696,2024-08-22,C,BOGOTÁ,725
817,39168537,2026-01-02,PREMIUM,BOGOTÁ,648
818,98849481,2025-03-01,VIP,BOGOTA,560
819,46421189,2024-05-23,A,BOGOTA,559
820,49467750,2023-05-17,B,BOGOTA,594
821,23487010,2024-06-18,PREMIUM ,BOGOTÁ,612
822,76627397,2024-04-05,VIP,BARRANQUILLA,481
823,80760251,2025-08-16,A,MEDELLÍN,663
824,15905950,2024-02-26,PREMIUM,BOGOTA,847
825,37736989,2023-09-28,VIP,BOGOTÁ,707
826,67315945,2022-05-26,VIP,MEDELLÍN,713
827,60275547,2022-09-25,C,BOGOTA,462
828,35239821,2022-11-02,C,MEDELLÍN,699
829,62569705,2024-07-18,PREMIUM ,CALI,504
830,22310059,2024-07-04,A,CALI,527
831,10805113,2025-08-08,A,CALI,740
832,21551409,2023-02-22,A,BARRANQUILLA,818
833,87456782,2022-12-06,PREMIUM,BOGOTA,502
834,22834263,2022-03-03,PREMIUM ,BOGOTÁ,498
835,76006681,2023-09-08,A,MEDELLÍN,791
836,61844408,2023-02-10,PREMIUM ,BOGOTÁ,920
837,95749316,2023-06-12,PREMIUM,MEDELLÍN,430
838,23981528,2024-12-02,A,BOGOTA,683
839,97384488,2022-11-06,VIP,BARRANQUILLA,460
840,15403252,2023-05-10,VIP,CALI,789
841,39489478,2024-07-07,C,BOGOTÁ,588
842,60538135,2026-01-23,B,MEDELLÍN,653
843,27456057,2024-12-24,PREMIUM,BOGOTÁ,342
844,97338581,2024-09-09,PREMIUM ,CALI,476
845,92249313,2025-08-06,A,CALI,793
846,23609569,2026-01-29,C,BOGOTÁ,816
847,36737775,2023-02-26,VIP,BARRANQUILLA,356
848,26374601,2022-12-10,VIP,BOGOTA,397
849,33689071,2024-05-24,A,BARRANQUILLA,734
850,70910677I,2022-07-13,PREMIUM ,BOGOTÁ,643
851,62499002,2024-08-08,A,BOGOTÁ,542
852,69544511,2025-01-25,C,BOGOTÁ,331
853,46319763,2025-02-02,PREMIUM,BARRANQUILLA,453
854,46185155,2025-02-09,B,BOGOTÁ,513
855,15384935,2025-12-03,B,BOGOTA,512
856,29678933,2023-05-26,PREMIUM,BOGOTÁ,680
857,79748793,2023-09-23,B,BOGOTÁ,325
858,21616152,2023-03-20,VIP,BOGOTÁ,553
859,42005216,2024-01-08,B,CALI,526
860,12276787,2022-11-06,PREMIUM ,BARRANQUILLA,678
861,25342276,2024-01-03,C,BARRANQUILLA,606
862,79863927,2026-02-12,B,MEDELLÍN,567
863,35288599,2024-11-01,B,BOGOTÁ,807
864,42134440,2024-10-23,PREMIUM,BOGOTÁ,463
865,51156180,2024-08-02,B,BARRANQUILLA,371
866,85912072,2023-01-19,A,BOGOTÁ,537
867,96717649,2022-02-03,PREMIUM ,BOGOTÁ,767
868,61588363,2024-01-07,PREMIUM ,CALI,685
869,94710223,2023-09-27,C,BARRANQUILLA,686
870,64134634,2024-10-22,C,MEDELLÍN,339
871,77480480Z,2022-12-25,VIP,BOGOTÁ,519
872,19163766,2024-06-17,A,MEDELLÍN,819
873,69636639,2023-06-06,PREMIUM ,MEDELLÍN,559
874,66366866,2024-05-12,C,BOGOTÁ,843
875,32362925,2022-12-25,VIP,BOGOTA,315
876,59439294,2023-05-14,A,BOGOTÁ,408
877,60122260,2022-11-22,PREMIUM ,MEDELLÍN,568
878,51682179,2025-06-18,PREMIUM ,CALI,401
879,30729471,2025-10-12,A,MEDELLÍN,836
880,12592536,2023-05-05,VIP,BARRANQUILLA,681
881,64745732,2024-03-21,PREMIUM,MEDELLÍN,526
882,71963740,2022-04-26,C,CALI,564
883,61359205,2024-05-15,VIP,BOGOTA,733
884,51156155,2022-04-03,PREMIUM,BARRANQUILLA,676
885,49242670,2024-11-20,A,CALI,663
886,70336852,2023-06-14,VIP,BOGOTA,525
887,77642498,2023-06-10,VIP,BOGOTÁ,775
888,92434203,2025-08-14,C,BARRANQUILLA,517
889,11406368,2026-01-10,VIP,BOGOTA,845
890,99856306,2022-06-23,A,CALI,637
891,96017098,2023-09-08,PREMIUM ,CALI,1075
892,47043861,2023-11-06,VIP,CALI,572
893,20897034,2024-02-27,B,BOGOTÁ,588
894,98238972,2023-02-26,VIP,BOGOTÁ,571
895,20392034,2025-09-17,B,BOGOTA,547
896,90021414,2025-08-03,C,MEDELLÍN,753
897,46204667,2023-06-28,PREMIUM ,BOGOTÁ,300
898,53683574,2024-09-22,A,BOGOTÁ,490
899,64351768,2022-10-24,VIP,MEDELLÍN,442
900,35793044,2022-06-24,PREMIUM ,BARRANQUILLA,526
901,18831924,2024-11-17,A,BOGOTÁ,601
902,70186000,2023-10-29,A,BOGOTA,692
903,54181713,2024-05-15,VIP,MEDELLÍN,414
904,72201082,2025-01-09,B,CALI,518
905,65109050,2023-09-16,VIP,MEDELLÍN,653
906,29339821,2025-10-01,PREMIUM ,CALI,849
907,99393763,2023-11-03,VIP,BARRANQUILLA,800
908,26530109,2024-07-04,C,MEDELLÍN,846
909,87309808,2024-12-23,PREMIUM,BOGOTÁ,580
910,60794649,2023-07-19,B,BOGOTÁ,382
911,68149762,2022-08-01,VIP,CALI,725
912,87337555,2022-06-10,B,BARRANQUILLA,472
913,44020414,2024-01-19,B,MEDELLÍN,372
914,23907579,2024-05-28,VIP,BARRANQUILLA,674
915,11164795,2023-01-03,VIP,BOGOTÁ,697
916,79518245,2024-04-15,PREMIUM ,BOGOTA,736
917,21959207,2025-05-10,PREMIUM,MEDELLÍN,764
918,73881480,2024-04-18,C,CALI,619
919,10077175,2022-10-12,A,BOGOTÁ,388
920,60426676,2025-07-13,C,BARRANQUILLA,633
921,31725224N,2023-06-08,A,CALI,367
922,46566791,2022-12-27,A,BOGOTÁ,813
923,15051646,2024-10-31,B,BARRANQUILLA,315
924,67244528,2025-05-28,VIP,BARRANQUILLA,731
925,97217186,2022-01-19,PREMIUM ,BOGOTA,793
926,21059860,2022-07-03,B,BARRANQUILLA,624
927,91061139,2022-02-12,C,BOGOTÁ,500
928,15994376,2023-03-29,A,CALI,623
929,82098768,2024-02-23,VIP,BOGOTÁ,781
930,88703071,2023-04-25,A,CALI,364
931,84931500,2022-02-26,PREMIUM,BOGOTÁ,642
932,94641191P,2024-12-09,PREMIUM,MEDELLÍN,631
933,63789198,2023-11-23,B,BARRANQUILLA,325
934,35254492,2025-07-03,VIP,BOGOTA,705
935,55562388,2024-10-03,B,BOGOTÁ,849
936,74999068K,2025-10-11,PREMIUM,MEDELLÍN,478
937,96656822,2024-01-10,A,CALI,927
938,50850837,2024-07-21,PREMIUM,MEDELLÍN,375
939,64441451,2022-11-22,VIP,CALI,493
940,27811802,2023-02-05,A,CALI,660
941,13100581,2025-07-21,VIP,CALI,561
942,28861720,2024-02-21,B,CALI,561
943,14854042,2022-04-18,PREMIUM,BOGOTÁ,766
944,13830121,2024-12-06,B,CALI,748
945,90947292,2025-10-01,VIP,BOGOTÁ,723
946,83143586,2024-02-02,PREMIUM ,BOGOTA,731
947,33787347,2022-07-05,B,BOGOTA,348
948,88369648,2022-12-18,VIP,BARRANQUILLA,489
949,33499306,2023-09-12,PREMIUM,BOGOTA,703
950,25711072,2024-03-18,A,BARRANQUILLA,640
951,64407485,2025-02-03,VIP,BOGOTA,662
952,27962327,2023-11-26,VIP,BOGOTA,848
953,34509968,2023-03-23,PREMIUM,MEDELLÍN,482
954,92335423,2023-08-28,B,MEDELLÍN,793
955,37870540,2026-02-19,VIP,BARRANQUILLA,426
956,73876263,2022-06-05,B,BOGOTA,318
957,41175239,2023-07-09,PREMIUM ,BOGOTÁ,755
958,45103852,2024-12-02,VIP,CALI,567
959,76475936,2024-06-28,PREMIUM ,BOGOTÁ,600
960,85421798,2022-02-04,VIP,BARRANQUILLA,549
961,16722055,2023-10-15,VIP,BOGOTA,452
962,19035949,2023-05-22,A,BOGOTÁ,642
963,83390510,2023-06-06,C,BOGOTA,623
964,92054816,2024-07-06,C,BARRANQUILLA,719
965,21044590,2023-07-30,PREMIUM,BOGOTÁ,711
966,15059667,2025-03-25,VIP,BOGOTA,412
967,85935097,2023-07-07,PREMIUM,CALI,340
968,88039489,2023-08-25,PREMIUM,CALI,565
969,57657169,2022-04-21,PREMIUM ,CALI,1100
970,76994946,2024-11-23,PREMIUM ,BOGOTÁ,383
971,26938661,2022-05-18,B,MEDELLÍN,686
972,83603367,2023-02-11,PREMIUM ,CALI,557
973,41707048,2024-12-28,VIP,BOGOTÁ,567
974,58761066,2023-06-10,PREMIUM ,BARRANQUILLA,610
975,26684388,2024-07-26,PREMIUM ,CALI,512
976,54768534,2022-07-13,B,BOGOTÁ,707
977,17964443,2022-02-19,B,BOGOTA,576
978,44751594,2022-02-28,B,MEDELLÍN,998
979,58465992,2022-10-27,PREMIUM,BOGOTÁ,329
980,42337259,2025-08-09,C,CALI,750
981,69323547,2023-10-27,VIP,BOGOTÁ,471
982,50162344,2026-01-28,PREMIUM,BOGOTA,362
983,37345255,2024-08-09,PREMIUM,BOGOTA,374
984,62869791,2022-04-18,PREMIUM ,CALI,417
985,13887008,2024-12-07,C,BOGOTÁ,589
986,50279707,2022-10-19,VIP,MEDELLÍN,306
987,68104228,2024-08-10,VIP,MEDELLÍN,492
988,84042569,2023-08-21,A,BOGOTÁ,743
989,61120091I,2022-03-02,VIP,BOGOTÁ,718
990,56705646,2022-01-13,C,BOGOTÁ,778
991,24512253,2023-11-26,PREMIUM,BARRANQUILLA,694
992,42254832,2022-04-06,B,BARRANQUILLA,624
993,99523105,2022-10-11,VIP,BARRANQUILLA,739
994,80873920,2022-02-23,VIP,CALI,1012
995,82325956,2022-05-24,C,CALI,675
996,33429562,2024-08-12,C,CALI,374
997,49542531,2022-02-27,C,BOGOTÁ,454
998,93267946,2022-09-11,C,MEDELLÍN,747
999,97764530,2025-10-18,A,BOGOTA,561
1000,92039028,2024-10-23,B,BOGOTÁ,841
1001,89108265F,2023-03-29,C,BARRANQUILLA,423
1002,67568342,2025-02-16,VIP,BOGOTÁ,500
1003,40732364,2024-12-16,C,BOGOTÁ,358
1004,72199283,2023-05-19,VIP,BARRANQUILLA,408
1005,53626563,2022-11-19,VIP,CALI,368
1006,49206376,2024-04-17,VIP,MEDELLÍN,604
1007,61913068,2025-03-14,VIP,CALI,678
1008,22633010,2022-03-13,B,BOGOTÁ,653
1009,40596658,2025-03-16,B,CALI,796
1010,96963179,2025-04-26,PREMIUM,CALI,832
1011,88119050,2023-11-07,PREMIUM,BOGOTÁ,658
1012,25148530,2022-07-27,VIP,BOGOTA,684
1013,38105186,2023-10-08,B,BOGOTA,410
1014,96534282,2024-09-29,VIP,CALI,734
1015,77980386,2022-10-01,B,MEDELLÍN,403
1016,39538040,2023-05-28,VIP,BARRANQUILLA,464
1017,96490964,2022-07-23,B,BOGOTÁ,819
1018,47829124,2025-12-18,B,CALI,463
1019,23763700,2022-12-14,C,MEDELLÍN,1072
1020,38911861,2024-11-01,PREMIUM ,MEDELLÍN,694
1021,65665616,2023-04-13,A,MEDELLÍN,483
1022,18978989,2023-09-21,PREMIUM,BARRANQUILLA,823
1023,65415449,2024-06-10,A,BOGOTA,603
1024,72953195,2023-01-21,A,CALI,527
1025,77530144,2025-01-09,A,BOGOTÁ,515
